Sample,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
Class,QC,QC,QC,Blank,QC,QC,QC,Class 3,Class 1,Class 2,Class 1,Class 3,Class 3,QC,Class 4,Class 2,Class 4,Class 3,Class 4,Class 4,QC,Class 1,Class 1,Class 1,Class 1,Class 2,Class 2,QC,Class 3,Class 3,Class 4,Class 4,Class 2,Class 2,QC,QC,Blank
5224,1267628,1048355,1119907,NaN,NaN,NaN,NaN,1625876,1313051,NaN,NaN,NaN,1325401,1121074,NaN,NaN,1516866,NaN,NaN,2341913,NaN,1441683,NaN,NaN,1979542,1579738,1821522,1263454,1966285,1877466,969588,1567505,653353,NaN,1013671,NaN,NaN
5225,12617687,11385450,12177698,NaN,11492886,10737416,13042586,17719174,8835770,13861909,22132490,37722179,842691,10666761,2315176,8371172,15101429,28689898,15281983,9231891,12464660,2686619,10121181,10478115,27863463,12966176,26150915,12182028,18538786,13818119,7773407,4505481,7431497,14542637,15024583,11017542,NaN
5226,1698362,1587975,1760175,NaN,NaN,1669964,1687239,3059373,2123118,1574933,2240026,973831,1585757,NaN,1713641,1054659,1156386,NaN,611817,1682050,1748572,1495542,NaN,NaN,1635996,1832720,2494237,1459550,2066010,2473106,1570435,1156729,1911489,2859563,1879100,1603450,NaN
5227,7686140,6618593,NaN,NaN,6598747,NaN,6573685,6269116,NaN,6232133,6214708,NaN,5685871,NaN,NaN,6659838,NaN,5199617,NaN,7178543,6429401,NaN,3848645,NaN,5761374,NaN,NaN,6856993,NaN,NaN,NaN,6446668,5664782,NaN,6265960,7162882,NaN
5228,2410035,2616518,2627111,NaN,2681164,2818452,2977688,3065439,1909777,2291486,4719392,6665269,2865984,2716176,2461875,2698406,2174086,1984684,2277452,3535108,3303728,2073421,5220871,2031163,3655198,2677211,7037116,2737969,4307823,5961008,3086767,2278649,2335588,4906548,4012536,2607197,NaN
5229,474039,834839,499299,NaN,697510,417103,608711,457032,459611,899907,NaN,445351,359752,417494,3375316,NaN,1325985,2037138,1516054,NaN,492591,906053,2096635,4548648,1088402,NaN,3391132,516027,NaN,NaN,629599,NaN,383181,323280,NaN,384465,NaN
5230,86013357,86190703,89300210,NaN,84037660,82759444,85191924,94001529,78715349,71753605,107693022,90578750,68650726,82267896,73348149,72266808,94038063,65774108,75368832,114508211,88238488,84629966,75029437,73099654,106922731,100221423,97837514,86166235,138672760,114369667,97145445,84928923,73260023,118136358,89814875,88535132,NaN
5231,4930030,4628374,NaN,NaN,3068411,NaN,NaN,4250554,3052645,3979688,3436595,3046238,NaN,NaN,3582433,NaN,NaN,3371310,3879687,NaN,4274482,3372415,NaN,3471802,3925240,NaN,NaN,NaN,4399445,NaN,4333391,3970428,3375375,3696648,NaN,NaN,NaN
5232,26394726,24713507,28505623,NaN,24887382,27701526,23221678,33646792,22937501,20122984,19074286,16784224,24977101,23902601,25478358,21503324,27673339,18407219,23200577,32891335,27510392,28665507,16245752,24399065,28614672,30345151,20501178,28314867,28656818,19527703,34704429,27992470,26802800,17213354,28723154,27192623,NaN
5233,196808840,205873548,201317089,318994,216119340,212596746,219664851,232096564,138372163,182348464,359962815,508066956,221612528,202219796,192182014,195230882,160445831,159637963,179502277,253693466,243390176,158280850,382338312,155435693,261583024,198479753,504783081,213967648,295564461,410560422,220040258,169550324,181390436,360178139,282521150,201812144,NaN
5234,28700411,29054058,28013335,NaN,27801601,27848483,28953771,28002071,29558888,30255047,26508701,24165092,27399338,15551700,29702250,29315882,31434240,31470894,17948983,30247358,17236413,26052638,30020998,32808550,33630576,33684124,33256438,33157314,32690053,33485009,33638161,35261736,33717283,32135993,33154521,34414753,NaN
5235,2243249,1906472,1940341,NaN,2277426,2011888,2201482,3448032,2188320,2585073,4735220,7715802,NaN,2654398,NaN,1712325,NaN,6964951,2533345,NaN,2150336,NaN,NaN,2503346,NaN,NaN,NaN,1819313,NaN,2314260,NaN,NaN,NaN,2825034,2261041,2073481,NaN
5236,1066401,NaN,1113483,NaN,1096235,955777,1039218,NaN,NaN,NaN,15883254,18672116,NaN,900820,1069902,996696,546089,1730411,1746672,596409,866042,995872,14680750,1853188,1583778,964846,12703983,851601,12783079,10427974,1046552,NaN,774215,NaN,1035337,960820,NaN
5237,2810507,2933403,3031905,NaN,NaN,2501572,2573100,1977513,2603087,2338380,NaN,NaN,2556893,1643869,2005577,2279781,NaN,1772971,2791061,1757378,2030975,NaN,NaN,966903,NaN,2399111,NaN,1879950,4449259,NaN,NaN,1847426,2188181,6503371,2320054,3370877,NaN
5238,2076305,2158394,2154324,NaN,2267394,2403374,2324803,2493148,1535048,1842904,3902561,5392181,2311844,2123670,2164330,2182770,1667810,1684294,1890636,2782413,2816161,1541889,4153589,1597106,2904148,2063622,5574979,2328751,3406360,4881826,2358646,1901725,2025840,4270204,3121336,2153316,NaN
5239,7175831,7607252,8717652,NaN,7426379,7408416,8243346,9252517,7331287,6755802,9719745,7565183,6286263,7955120,6642026,6897373,8590866,6063860,7259172,10140905,8244256,7534762,5943148,6083473,10139177,9736338,8801301,8274973,13108484,11434173,9655543,7500105,6863159,11253921,8699869,8202459,NaN
5240,1986822,2204765,2525690,NaN,2593179,2789671,2951068,1333324,1789015,2524663,NaN,1233138,NaN,2151825,2134851,2802276,1675641,3620635,3402019,NaN,2584122,2118951,2108489,3019596,1701049,1361404,NaN,1240264,NaN,NaN,NaN,NaN,1821893,NaN,1966156,1857541,NaN
5241,27875762,25247375,27238981,NaN,26513161,27932266,25318586,31682532,23357345,22803595,20920810,18029642,27105892,26688848,26898824,23744649,29438772,18192492,23229752,35228843,27518479,29307942,15732602,24684946,28527263,30430607,22575044,27294102,29622152,19674844,34451521,29026531,27190182,19211728,30764444,28469636,NaN
5242,17683828,18865268,18580297,NaN,19476825,19085361,19788726,21479866,12058407,16033541,31582066,47432450,20012772,18578508,17768257,17960478,14141370,14170704,16289167,24031867,23139900,14139553,34530688,13562208,24457111,18168865,47062398,19945658,27525338,38439702,20489707,15120793,16113292,34338732,26430817,18554914,NaN
5243,3870358,4814447,3707073,NaN,5258128,4639595,4620860,4396662,4485047,3467066,NaN,NaN,3280901,3498363,3202657,NaN,2811084,3484830,4182925,5014999,5872552,3971469,NaN,3517080,4504148,2903676,2674670,4263370,15025011,9542646,3581970,2828605,4288643,15518907,7338767,3948938,NaN
5244,18781832,17590139,17271348,NaN,17244713,16928941,16540834,40779646,8171168,17509996,9131946,11143478,15413932,16449147,11567194,3878051,33989456,7444573,3816527,19849439,17190905,38451779,12596987,10221505,9689677,31999604,47304418,16256067,42445630,34191437,22769849,34087535,7642799,16805659,18696205,16977467,NaN
5245,14696566,14430914,14638684,NaN,14290852,13732951,14461134,NaN,14641088,14618979,NaN,NaN,13405759,15453741,13444436,NaN,15683773,NaN,14631378,14882159,15742419,12937620,15426879,16737202,16486915,17263413,NaN,16451839,16247915,16702385,14828147,14617780,17443776,15805247,16715604,17237051,NaN
5246,2230122,1938785,1620562,NaN,2182970,2078897,2169297,NaN,NaN,1802225,NaN,NaN,NaN,2117527,3320084,2075876,2462292,3024434,2539012,3307459,NaN,NaN,NaN,2833114,628591,3125433,NaN,1509632,NaN,NaN,NaN,2182267,1678682,NaN,NaN,1966309,NaN
5247,9123185,10570613,8449220,3668778,10169305,7679511,10621360,17527623,7537223,17848760,11864311,79851101,8542573,8561422,25621749,3783459,18904833,8511707,10659412,14556126,11295564,18553135,26736777,21423364,28752804,12832442,46696913,7912533,27010837,1717847,25319304,18436784,8833204,26274540,11856669,8509685,1756004
5248,15936671,15967742,15913097,NaN,13964491,14154621,15125452,15848272,14012380,12153476,19961155,15711338,11657555,14695258,12990093,12950234,16335067,11554408,13382218,19957620,15615071,14841135,12843055,12498435,18696343,17369010,16347406,14664977,24173228,21479155,17019287,15107900,13213211,20468234,15787424,15254393,NaN
5249,109926688,116715689,113741670,NaN,120557798,117821711,123308227,131688148,77707121,101977296,201207727,283301666,124009296,113112688,108582200,109161618,90002364,89366603,100555472,141311606,136297861,88759648,215184146,86883461,147537087,111927461,282512654,119214751,165695147,228800263,124090512,95302556,100676230,200852716,156367265,113908598,NaN
5250,2777856,2981019,3007950,NaN,3528911,3536193,3500634,3038788,2966199,2051614,NaN,NaN,2356112,2572758,NaN,2193646,2541825,2083292,2279765,3267739,3433028,2500597,NaN,2320681,2700199,1778555,NaN,3030746,8999060,NaN,1987377,2233825,3056666,10158262,4620702,2677133,NaN
5251,17352616,NaN,18365548,NaN,NaN,17613641,18463821,12976524,19363399,16478000,9106048,26206482,19357945,17545396,20371681,NaN,18108664,NaN,19251620,25995854,19409998,18606716,27841561,21463392,19628191,21400019,23479265,19313930,21304455,30487375,21995721,16132790,14759833,18390641,19040170,NaN,NaN
5252,4959412,4482855,4588138,NaN,4457751,4530731,4404705,10840815,1934159,4672662,2391259,2914337,4047122,2560752,2965672,944105,9197700,1725561,964891,4978719,4566243,10333916,3148989,2695794,2389436,8407831,12713555,4374728,11023656,8839494,6139374,8638599,1964365,4375882,4725564,4386152,NaN
5253,924805,NaN,NaN,NaN,1315880,NaN,NaN,2016110,1294949,NaN,NaN,4474281,1541428,787540,1306657,NaN,2679928,891428,NaN,835212,NaN,2525265,4261797,2422193,2154648,NaN,5263238,648358,1969336,6061557,1816432,1941052,1100282,3903537,1889082,676149,NaN
5254,3284890,3430573,3302599,3508324,3106951,3491291,2620552,7764837,4534774,1439309,NaN,1304956,4229438,2765992,2174943,2294031,6133764,3233718,2905520,3470918,2487702,NaN,NaN,4614239,3628100,6228012,2559665,3284916,4725100,3812811,5757278,5744764,4939814,2016360,1654347,3418513,2359760
5255,4752587,4757333,4705988,NaN,3991010,5464578,4583866,NaN,4844023,4957211,2766345,2801441,4570913,4574390,4888101,5460999,NaN,4804166,4604358,4652883,4355828,4399436,2613085,4929068,3766172,NaN,2773585,4847827,2567263,2796590,4871706,4614362,NaN,2960061,4038776,4693078,NaN
5256,3318217,4386954,3340401,1340378,3967035,3385564,4374014,7069272,3142064,9281182,5657925,32443445,3407451,3927884,10952304,1526985,7620573,4025896,4370421,5795235,4121226,NaN,11842627,12247820,11469448,4594922,18682701,3344610,10376101,680821,10268417,7697828,3839580,9792296,4399343,3498434,727759
5257,1792889,1447946,1244911,NaN,1373851,NaN,1434873,3470027,2189260,1445158,NaN,NaN,1236819,1267803,2315712,NaN,1320150,NaN,NaN,927048,1501690,2081274,NaN,1233981,NaN,NaN,NaN,1178131,NaN,NaN,852623,2131502,NaN,NaN,1222491,1317512,NaN
5258,6030155,6755730,6327060,NaN,6845057,6767595,6864577,7616838,3801488,5629554,10790078,16562545,6948253,6126631,6244983,5801074,4740139,4731202,5761795,8190143,7890297,4712670,12253207,4337435,8830310,6371014,16744720,6985159,9457286,13462461,7077359,4946802,5548783,11398197,9430519,6763373,NaN
5259,4326235,4578234,4420367,NaN,4499511,4202325,4658830,2976315,4811212,4055412,1795922,6359249,4828258,4633993,5033203,2013900,4676697,NaN,5051834,6954818,4972319,4440276,7605754,5530014,4578367,5317644,6173558,4192601,4963598,7478449,5522854,3948565,3421684,4811875,4927599,4702007,NaN
5260,1108902,1085351,912380,NaN,1082410,928892,907004,2385974,370173,1059905,463008,572373,829011,963464,634347,NaN,2050033,382525,NaN,1054373,971441,2445490,693664,435210,551084,1824867,2862939,942600,2570718,2228140,1404064,1978948,302333,1085749,1005628,985160,NaN
5261,1308734,878456,1038781,NaN,772785,880139,922514,2401918,1547588,1036324,NaN,NaN,856729,1087083,1384767,NaN,762377,NaN,NaN,NaN,993931,1600937,NaN,1059805,NaN,NaN,NaN,771528,NaN,NaN,544765,1507325,742725,NaN,802262,997816,NaN
5262,56469973,50393998,50594709,NaN,52142241,54667085,52911119,59572006,49057426,46320668,38543139,27503568,50831112,52826807,48273404,49919195,57545488,41531518,45148731,61467104,52673112,56182239,33059056,49242305,61938462,60422236,29892126,61206639,59763561,36408925,65449948,59068447,58861156,38550789,55904965,62530559,NaN
5263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1275360,1998713,NaN,3171491,7257180,NaN,NaN,12574411,NaN,2806927,6700326,6478607,2136475,NaN,41511602,7029384,12968165,4674638,4505609,6383791,2968480,5383793,1976260,NaN,1069138,NaN,4469840,NaN,NaN,NaN
5264,9056568,10732604,9833661,NaN,10174785,9667558,10356727,9370984,14748815,8758195,4528566,NaN,8518063,8830609,7757509,8628452,12001875,8739966,9542223,8797475,11341788,8362151,3009329,11280673,14649909,11975792,3672039,9602102,17104928,5861505,9534400,11022024,10931517,9837760,11938164,10623773,NaN
5265,1260684,1220763,867015,NaN,1047083,912586,1087636,1040426,1112390,1110504,1156612,NaN,NaN,NaN,NaN,1138360,1068435,886598,775034,2045053,1412509,994145,NaN,996048,NaN,1062169,1187726,1073445,1953262,NaN,1374288,NaN,NaN,1562665,1215823,1399115,NaN
5266,3324707,1797432,2330049,NaN,NaN,NaN,2922747,3546340,2146904,2514699,NaN,6518049,1617310,3371472,2187057,5315855,4824520,NaN,2650418,NaN,1856935,NaN,NaN,NaN,4218238,NaN,2005728,NaN,3262866,NaN,4526340,NaN,NaN,2075186,NaN,2650800,NaN
5267,17051527,16347312,17717302,NaN,16442563,18359236,18308295,18524546,16682704,15132279,11193310,9233611,17180449,16186444,15498252,15996318,20165676,13182998,14831561,18566877,17456831,19314282,10840408,14915163,19730970,20087165,8762752,20398427,19441189,11497094,19716404,18212874,18864590,NaN,NaN,20726765,NaN
5268,45784160,48082164,47705851,NaN,50289534,49399880,50784960,54380683,32085051,42319286,82821511,117614140,51766290,46968638,44927386,45491947,37410492,36885502,41455734,58887890,57012522,36801513,88927475,35501226,61498726,46687167,116184422,49946635,68364919,95294318,50732176,39299938,42149850,83055988,65046412,46901820,NaN
5269,53307175,51417196,51534722,NaN,47445264,47965314,45924375,54190434,49985690,42227702,25314109,56236214,53142664,46405614,48153401,37026205,58249360,NaN,24406438,54025543,45281326,53531465,33615153,30736230,54349828,50762637,71978948,48526617,57101127,67573577,54302488,58948168,38297862,52530287,46834248,50313633,NaN
5270,NaN,936838,715475,NaN,927627,1286311,1188952,1062353,1117998,1421403,2137514,1438994,1775522,1744717,1445649,2205185,2183056,1479705,1677799,2730835,1816597,1669929,1567091,1485951,1894742,1399965,1077732,1113154,832317,799200,1079020,1084625,801138,559368,737588,667889,NaN
5271,1416195,1365198,1543608,NaN,1319641,1295784,1427293,1867234,1209772,1303880,2051919,3156810,1046168,1356583,798973,1707268,2260027,1310550,1298930,1193496,1258152,1734857,1518625,739293,2772913,1027000,3654978,1525943,1955390,2056311,1076862,1341742,1433117,1357019,1417215,1431716,NaN
5272,27748903,27212945,25766527,NaN,26129434,25940508,26150963,30805404,24050345,23862332,18878682,13136084,25619825,25373449,24974337,25073070,27793255,21171053,22918673,30896463,27364334,27854962,16094466,23218310,27410427,29469238,13971433,29847428,29865971,18493647,32974405,26527986,28212840,18772731,27130430,30951127,NaN
5273,6645107,6711593,6708541,NaN,7107801,7009819,7307755,6067646,8163464,5880303,3141332,NaN,5779126,6558747,4876949,5767529,7615632,6133496,7264521,6440153,7514919,5910656,NaN,6137444,7115346,9281254,2193962,6812969,11287548,3631214,7441233,8087511,8414334,6045457,8802423,7772647,NaN
5274,723954,NaN,409261,NaN,2267580,NaN,NaN,NaN,1525494,NaN,913923,2837688,NaN,522735,4635936,NaN,1164433,NaN,2203944,678498,NaN,14939851,NaN,4928617,1475379,1270871,3280989,NaN,NaN,526318,1121077,NaN,NaN,NaN,NaN,490791,NaN
5275,1754908,1934522,1523321,NaN,1677852,1513923,NaN,3508185,2658450,1674862,NaN,1502281,1318467,1677523,1383297,NaN,NaN,NaN,NaN,NaN,1880773,2361620,4331565,2834841,1185791,NaN,7085970,1893240,1092494,5401993,NaN,2197440,NaN,1576935,1870105,1836282,NaN
5276,8397376,7433272,7554383,NaN,NaN,8793998,7858473,8746235,6478365,6655572,NaN,3473472,7338698,7720428,8009957,7278867,7435450,5825778,6669909,9652130,7826388,7351482,3767857,6483408,9187778,8274026,3330770,8729772,8129287,3987923,8985485,7408066,8937461,NaN,8628097,8553673,NaN
5277,4035266,4203324,4359213,NaN,4429101,4527705,4843028,4796769,3638518,3929292,8803876,10102017,4449286,4351624,4047127,4408395,3956012,3665643,3669007,4928831,5248301,3903460,8355841,3676092,4603585,3737701,10028116,4526681,6580954,8617819,4628485,4169201,4155463,8090918,6114841,3978934,NaN
5278,2391223,1998277,1985782,NaN,1722355,2200143,2283827,1997895,2224315,1782994,NaN,NaN,1934897,NaN,1654749,1744004,NaN,1700930,2277939,NaN,2531939,1380292,NaN,1715331,2370071,NaN,NaN,1745332,3127123,NaN,2680453,NaN,2851049,NaN,3083987,NaN,NaN
5279,11947623,12742584,12974839,NaN,11770745,12046508,11090472,13562244,12325303,10092282,5839570,13743246,12170189,11322710,11605811,9299761,14820045,2229083,5827056,13244597,12083228,13134318,7800081,7058653,13813387,12357887,17101669,12352036,14608717,16332537,13368795,14329127,9210463,12355094,11609382,12448270,NaN
5280,NaN,NaN,568502,NaN,NaN,NaN,785686,759450,NaN,441536,991794,881785,883605,NaN,896970,NaN,686621,859095,922529,1200755,NaN,926112,875001,739317,1223020,806024,NaN,NaN,NaN,723438,572426,375843,428625,681793,NaN,NaN,NaN
5281,5661799,NaN,6039531,NaN,5683225,5983286,6155683,6918126,5255183,5007387,NaN,NaN,5765216,5676688,4606930,5860003,6495494,4417193,4659263,7194952,NaN,7166559,3284467,5997488,6449206,7485559,3574326,6967119,NaN,2991279,7085355,6343083,6902216,NaN,NaN,7134958,NaN
5282,5158140,6323747,3770475,NaN,3639221,4106277,4365688,NaN,3812189,5175928,NaN,NaN,2963407,3296259,5696529,6034657,NaN,12124743,9428375,NaN,1958651,44125625,2249835,22137026,NaN,7175135,NaN,2744567,3889759,NaN,5867109,NaN,4856196,NaN,NaN,3921265,NaN
5283,4545821,4909296,5458021,NaN,4506260,4050571,5060895,4414399,4183754,3985167,43774335,41095558,5142425,4630672,3505720,4365599,4684679,3842031,3612706,5704349,5358695,3730131,42164966,3596048,7225654,5700851,37483723,5734943,9779274,35613996,4961072,4246786,4116582,31489103,4937272,6374339,NaN
5284,14362504,15250248,14655322,NaN,15870286,15663007,16099394,17335449,9929328,13199706,26177408,36768672,16315447,14803713,14026669,14422465,11907741,11685019,12902965,18531014,17511345,11321795,28151861,11072786,19505820,14415793,36158780,15146019,21291749,29659814,16320827,12529693,13411837,26270721,19730446,14703907,NaN
5285,2537997,1961919,2161091,NaN,1726510,1954323,NaN,2275153,2152406,2019246,NaN,1930773,NaN,2249373,1721929,2122040,2466872,8571652,NaN,2317516,1148711,1946527,NaN,1396604,1566433,1760147,2706137,NaN,1712642,3564030,2244237,2471048,1888968,1698000,2181782,1622243,NaN
5286,567724,540683,529289,NaN,NaN,549270,NaN,NaN,907217,917046,NaN,NaN,811400,662991,NaN,NaN,NaN,811569,753115,NaN,693354,NaN,NaN,848870,NaN,855092,NaN,668512,NaN,NaN,931171,657376,1149091,NaN,568320,681476,NaN
5287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,770651,547865,704764,624432,768769,694344,890695,NaN,935143,926460,1212889,756120,NaN,545225,544831,816913,724025,766300,NaN,NaN,583125,NaN,NaN,NaN,740880,500200,NaN,NaN
5288,4634761,4762541,3723595,NaN,4510277,4749336,5147350,6970463,2861266,2694203,8865646,18841941,NaN,4659069,NaN,2322425,5242750,NaN,684587,12018111,5397892,2666534,8545120,1696331,12541126,7166112,32082817,4819903,18330593,14599507,7695262,6089379,758012,14540951,6373004,4721193,NaN
